,date,open,close,high,low
0,2015-01-05,8.218,8.427,8.436,8.189
1,2015-01-06,8.408,8.474,8.493,8.313
2,2015-01-07,8.417,8.436,8.474,8.36
3,2015-01-08,8.436,8.474,8.55,8.408
4,2015-01-09,8.427,8.332,8.493,8.313
5,2015-01-12,8.313,8.132,8.313,8.113
6,2015-01-13,8.104,8.161,8.18,8.075
7,2015-01-14,8.151,7.971,8.17,7.942
8,2015-01-15,7.971,8.066,8.075,7.952
9,2015-01-16,8.056,8.123,8.123,8.037
10,2015-01-19,8.056,7.876,8.113,7.8
11,2015-01-20,7.876,8.066,8.066,7.876
12,2015-01-21,8.066,8.227,8.237,8.066
13,2015-01-22,8.237,8.332,8.408,8.189
14,2015-01-23,8.313,8.256,8.379,8.17
15,2015-01-26,8.265,8.436,8.436,8.189
16,2015-01-27,8.389,8.427,8.493,8.341
17,2015-01-28,8.427,8.455,8.55,8.389
18,2015-01-29,8.408,8.417,8.503,8.36
19,2015-01-30,8.427,8.484,8.655,8.427
20,2015-02-02,8.436,8.398,8.455,8.351
21,2015-02-03,8.408,8.503,8.531,8.379
22,2015-02-04,8.465,8.36,8.588,8.351
23,2015-02-05,8.427,8.341,8.446,8.322
24,2015-02-06,8.313,8.085,8.313,8.018
25,2015-02-09,8.075,8.028,8.104,8.009
26,2015-02-10,8.047,8.113,8.113,8.018
27,2015-02-11,8.113,8.142,8.161,8.094
28,2015-02-12,8.142,8.218,8.218,8.123
29,2015-02-13,8.237,8.313,8.341,8.227
30,2015-02-16,8.332,8.446,8.455,8.313
31,2015-02-17,8.436,8.427,8.455,8.389
32,2015-02-25,8.446,8.417,8.446,8.351
33,2015-02-26,8.417,8.503,8.522,8.37
34,2015-02-27,8.512,8.503,8.531,8.455
35,2015-03-02,8.531,8.598,8.617,8.512
36,2015-03-03,8.598,8.493,8.598,8.455
37,2015-03-04,8.503,8.721,8.721,8.465
38,2015-03-05,8.75,8.674,8.75,8.645
39,2015-03-06,8.693,8.816,8.978,8.655
40,2015-03-09,8.807,9.025,9.035,8.75
41,2015-03-10,9.025,8.997,9.082,8.921
42,2015-03-11,8.987,8.987,9.044,8.911
43,2015-03-12,8.987,8.997,9.073,8.94
44,2015-03-13,9.044,9.253,9.282,9.044
45,2015-03-16,9.358,10.175,10.175,9.301
46,2015-03-17,10.213,10.669,11.039,10.032
47,2015-03-18,10.507,10.64,10.659,10.393
48,2015-03-19,10.593,10.669,10.783,10.374
49,2015-03-20,10.659,10.688,10.973,10.593
50,2015-03-23,10.688,10.707,10.783,10.526
51,2015-03-24,10.716,10.612,10.754,10.232
52,2015-03-25,10.583,10.783,10.944,10.365
53,2015-03-26,10.697,11.039,11.4,10.564
54,2015-03-27,11.058,11.106,11.353,10.887
55,2015-03-30,11.172,11.277,11.733,11.172
56,2015-03-31,11.22,11.011,11.267,10.925
57,2015-04-01,11.077,11.201,11.258,10.887
58,2015-04-02,11.305,11.334,11.4,11.172
59,2015-04-03,11.305,11.761,11.809,11.191
60,2015-04-07,11.78,12.075,12.597,11.78
61,2015-04-08,12.065,11.97,12.464,11.562
62,2015-04-09,11.923,11.505,11.923,11.182
63,2015-04-10,11.305,11.666,11.837,11.068
64,2015-04-13,11.809,11.875,12.027,11.429
65,2015-04-14,11.875,11.97,12.322,11.695
66,2015-04-15,11.942,11.315,12.255,11.267
67,2015-04-16,11.115,11.229,11.505,10.83
68,2015-04-17,11.258,11.41,11.562,11.125
